ATM_ID,Location_Type,Manufacturer,Year_of_Installation,Service_Contract_Type,Last_Maintenance_Date,Frequency_of_Maintenance,Downtime_Duration_hours,Number_of_Incidents,Maintenance_Costs_USD,Transaction_Volumes,Average_Withdrawal_Amount,Card_Reader_Error_Rate_percent,Cash_Dispenser_Jam_Rate_percent,ATM_Age_Years
ATM_607,Standalone,,2020,Self-Service,29-05-2011,,43.71985032,2,,11338,79.12401879,4.494865636,2.212711733,17
,Standalone,Wincor Nixdorf,2002,Parts-Only,17-04-2013,1,53.07117365,3,468.1509573,3989,99.10926282,,1.935241864,14
ATM_609,Bank Branch,Diebold,2013,Self-Service,,,36.36499402,2,541.3662679,,111.2881399,0.165029142,1.873327225,0
ATM_610,,Wincor Nixdorf,2015,Full-Service,11-12-2000,1,41.7775932,4,557.2113337,2540,112.0141992,1.087799406,2.827009781,20
ATM_611,Airport,,2008,Self-Service,08-07-2021,1,,3,448.733851,,,1.157966941,0.472725121,19
ATM_612,Shopping Mall,,2005,Full-Service,20-05-2008,2,31.62963806,3,483.9588617,4859,61.70705086,0.276974187,0.35926757,13
,Bank Branch,,2014,Self-Service,10-02-2014,3,32.14983135,0,439.3973695,,85.54004152,3.483413287,,
ATM_614,Airport,Wincor Nixdorf,2018,Parts-Only,11-03-2019,3,41.18062737,0,540.7846113,7711,119.4773663,,1.171950622,0
ATM_615,Airport,NCR,,Parts-Only,30-07-2014,3,55.8689358,2,546.6091694,13902,115.6098531,0.252836994,0.955030002,15
ATM_616,Shopping Mall,Diebold,2023,Self-Service,21-09-2010,3,59.39184562,3,653.3820334,12755,89.49666741,,4.126063966,22
ATM_617,Shopping Mall,NCR,2006,Parts-Only,27-05-2017,2,61.14262694,3,547.181968,,122.4259605,4.792936844,1.732857736,23
ATM_618,Shopping Mall,Diebold,2020,Self-Service,01-05-2014,,,2,660.1333423,8973,96.85790167,0.906890555,3.107625424,12
ATM_619,Shopping Mall,NCR,2011,Full-Service,,0,62.41962948,3,,11388,125.5266236,1.989345511,4.66965031,7
ATM_620,Standalone,Wincor Nixdorf,2003,Full-Service,22-01-2013,5,39.0841683,,719.5096341,,97.28319496,0.195502364,4.548619332,22
,Shopping Mall,,2002,Parts-Only,15-10-2007,2,37.58493594,0,444.4276112,12828,104.3486869,4.48954679,,6
ATM_622,,NCR,2022,Full-Service,15-05-2023,1,43.82338485,3,550.9599312,19960,76.07590435,4.548369053,0.146203217,11
,Airport,NCR,2018,Self-Service,11-11-2003,4,64.21635746,3,659.1158541,18916,121.4456737,1.745784506,4.039901603,21
ATM_624,Standalone,NCR,2000,Self-Service,02-03-2020,1,46.43260734,2,550.1064246,5753,,1.177920108,3.459063619,1
ATM_625,Airport,Diebold,2003,Self-Service,03-11-2014,0,62.90241013,3,569.7845625,4765,73.42683377,0.913396424,2.727194703,14
ATM_626,Bank Branch,NCR,2018,Full-Service,19-11-2011,0,31.77282844,6,492.0003076,2516,101.2829163,1.767108542,,2
ATM_627,Bank Branch,Wincor Nixdorf,2006,Full-Service,15-12-2017,6,80.90751185,4,544.7292419,3328,136.3739547,4.944440393,0.548657061,
ATM_628,Standalone,NCR,2002,Full-Service,,3,47.45284816,2,557.4932071,12772,118.550703,1.196535973,4.15745082,8
ATM_629,Standalone,Diebold,2016,Self-Service,12-07-2002,2,52.15028805,2,530.466922,11648,121.6888672,0.476661283,0.359374893,8
ATM_630,Bank Branch,Wincor Nixdorf,,Parts-Only,03-12-2018,2,66.44038905,2,485.1017123,16787,116.525834,0.134033598,0.169829006,17
ATM_631,,NCR,2009,Full-Service,11-07-2013,3,34.3941416,2,479.4664173,2510,109.908918,0.072750877,3.88169171,2
ATM_632,,,2015,Self-Service,,1,58.20761034,6,512.8765981,6915,104.3648394,1.801951963,0.642356386,8
ATM_633,,Diebold,,,14-05-2005,1,,1,480.5238662,4017,86.43984378,1.756229154,4.911114462,1
ATM_634,Bank Branch,NCR,2006,Parts-Only,26-02-2006,2,33.43217935,,389.5480847,5308,81.24626239,,2.576692562,18
ATM_635,Standalone,,2016,Self-Service,07-05-2018,3,53.69795658,0,,10175,119.9652368,2.911340796,3.441222287,6
,Shopping Mall,Wincor Nixdorf,2008,Parts-Only,,1,62.23635826,1,277.9629319,17768,73.16720806,4.492020182,1.529081184,
ATM_637,Shopping Mall,Diebold,,,13-12-2005,3,51.3742815,2,504.8681473,3799,72.91626738,4.142478976,3.498799408,22
ATM_638,Standalone,,2019,Parts-Only,15-02-2016,0,68.40794275,2,424.2601619,17847,,3.420627074,4.044359431,
ATM_639,Bank Branch,Diebold,2007,Parts-Only,04-07-2022,2,53.72153971,5,482.2272216,1613,124.1766153,3.162274707,2.953037432,14
ATM_640,Bank Branch,NCR,2012,Parts-Only,27-12-2010,0,42.44208394,4,577.5990021,7737,107.0489065,2.290048167,3.062754418,18
ATM_641,Airport,NCR,2019,Parts-Only,,1,50.4770495,4,409.7574316,,143.2665811,0.619111011,1.486803095,3
ATM_642,,Diebold,2000,Self-Service,,4,28.75833872,1,617.6307497,3737,,1.033981381,0.286153935,12
ATM_643,Airport,,2022,Self-Service,02-02-2009,0,762.3619164,3,227.9173473,9302,74.89203214,3.313514583,1.064549736,3
ATM_644,Shopping Mall,NCR,2014,Self-Service,04-07-2003,3,34.1875444,4,416.5691253,15438,106.5847181,0.599068766,,20
,,NCR,2007,Self-Service,25-08-2013,5,60.35529204,4,672.9491369,19946,127.4557501,1.373853054,2.260194623,3
ATM_646,Shopping Mall,NCR,2002,Parts-Only,12-03-2009,5,27.25466144,1,626.8217812,10172,149.4548938,0.306768457,,19
ATM_647,Airport,Diebold,2009,Parts-Only,21-03-2001,4,40.82977233,4,385.014816,12606,79.92483796,4.492908558,4.540404044,8
ATM_648,Shopping Mall,Diebold,2022,,29-04-2014,1,77.32666817,1,,19344,102.5981949,0.592757051,3.675858706,21
ATM_649,Bank Branch,NCR,2003,Self-Service,,5,36.92709437,4,611.4291956,17396,95.23584491,2.77769532,0.353745907,17
ATM_650,Bank Branch,Diebold,2003,Self-Service,,2,61.2784933,2,462.8067862,12794,68.52831847,0.180835172,2.037020721,
ATM_651,Bank Branch,Wincor Nixdorf,2012,Full-Service,19-02-2001,3,53.37597733,3,351.3932197,1559,79.06906707,0.497112633,1.426090046,15
,Bank Branch,Diebold,2003,Full-Service,18-01-2019,1,18.04716191,,,5571,140.3799295,0.090371785,3.620500519,9
ATM_653,Bank Branch,Diebold,2016,Parts-Only,,1,54.0433983,1,437.1819635,,107.9432569,2.997974821,2.596803493,23
,Bank Branch,NCR,2017,Self-Service,05-08-2013,,52.62817439,4,389.6760367,8835,75.79336273,4.853089227,4.987093425,3
ATM_655,Shopping Mall,NCR,2007,Parts-Only,15-02-2019,1,15.46846398,2,509.6351038,17914,123.4157598,1.841126823,,8
ATM_656,Standalone,,2003,Self-Service,19-10-2009,2,36.89562227,4,397.9096358,13088,74.25031708,2.858927084,3.073402707,
ATM_657,Bank Branch,Wincor Nixdorf,,Self-Service,,1,71.24823841,1,481.9124097,4524,101.8858868,0.458980085,0.451907423,15
ATM_658,Airport,NCR,2019,Self-Service,15-11-2003,,69.07940876,4,279.5613579,2456,133.5390476,3.729224907,3.846259608,8
ATM_659,Airport,Diebold,2019,Full-Service,21-11-2019,2,47.91512657,,,4565,79.96768794,1.061860538,,19
ATM_660,Bank Branch,Wincor Nixdorf,2004,,06-11-2020,1,,1,545.37088,12148,78.0836297,,1.102437502,0
ATM_661,Standalone,NCR,2001,Full-Service,02-09-2013,1,67.21732334,4,486.3973822,5810,83.90470437,3.299412501,1.005917524,10
ATM_662,Airport,Wincor Nixdorf,2020,Self-Service,10-03-2009,3,69.98465602,5,673.9016138,17339,110.5692863,3.688819454,0.404799123,16
ATM_663,,NCR,2007,Full-Service,11-07-2015,4,26.33564502,4,485.1585495,12493,89.35562903,3.052000859,3.165894268,8
ATM_664,Shopping Mall,Diebold,2002,Self-Service,13-02-2019,2,61.73372401,2,303.3152079,3226,74.36149242,,0.602245379,17
ATM_665,Shopping Mall,NCR,2022,Self-Service,17-10-2023,0,52.70566381,4,158.8817753,15847,64.6083575,4.645489571,2.211064777,18
ATM_666,Standalone,,2016,Parts-Only,19-05-2023,0,44.45966674,0,616.1709088,4264,110.2091291,,2.791358263,
ATM_667,Airport,NCR,2012,Self-Service,24-01-2022,2,52.29437766,4,657.087201,,131.1138431,0.793819078,2.053309823,22
ATM_668,Bank Branch,Diebold,2011,Parts-Only,22-09-2018,6,29.57436949,5,461.6236851,,116.1977043,1.921662587,1.721361989,12
ATM_669,Airport,Wincor Nixdorf,2019,Parts-Only,06-02-2021,0,58.02470896,2,617.2086524,2073,85.56889468,4.999761942,3.941512101,16
ATM_670,,NCR,,Full-Service,07-06-2001,6,47.12123466,4,,15952,62.15871574,3.563023113,1.616274151,
ATM_671,Airport,,2020,Parts-Only,25-01-2010,1,42.85385308,1,429.3713962,5801,128.7895414,3.619942462,0.799963735,15
ATM_672,Bank Branch,,2018,Full-Service,,2,,,433.2836821,16073,92.04338551,4.384903761,4.331978531,15
ATM_673,,,2003,Full-Service,30-12-2006,3,49.59410293,4,371.6805533,10609,71.52041831,2.517055204,2.95347204,20
ATM_674,,NCR,,Parts-Only,,1,35.68636921,3,241.497391,8070,116.5014151,4.451560985,1.888351252,14
ATM_675,Bank Branch,NCR,2015,,14-01-2010,1,31.46039051,8,350.7178155,10542,82.85593535,3.045882449,4.904910118,15
ATM_676,Airport,Wincor Nixdorf,2009,Full-Service,23-02-2004,1,,6,443.3429132,,71.18066823,4.081258773,3.062990975,4
ATM_677,Shopping Mall,,2006,Self-Service,28-06-2016,,41.34978792,2,680.3272664,1048,90.5136226,1.60484206,3.536331307,3
ATM_678,Shopping Mall,NCR,2007,Full-Service,07-03-2024,0,4.465163884,,718.4095673,10082,97.10452458,3.119271057,3.643333487,12
ATM_679,Shopping Mall,Wincor Nixdorf,2014,Parts-Only,27-09-2012,1,36.69028944,1,564.4126977,3600,95.45548497,2.917112198,3.129118915,1
ATM_680,Airport,Wincor Nixdorf,2002,Parts-Only,,1,,2,697.5467431,10242,118.2270603,3.991126258,2.840622083,13
ATM_681,Bank Branch,Diebold,2021,Parts-Only,06-04-2008,,56.16634266,4,509.3569146,2515,110.9168319,2.290731409,,6
ATM_682,Airport,Diebold,2020,Parts-Only,31-12-2014,0,55.19512633,8,579.4602978,5371,71.31761641,,1.716147806,
ATM_683,,Diebold,2016,Self-Service,08-01-2023,,47.13797839,6,773.0245444,,117.4814996,4.798811557,1.644011254,17
ATM_684,Shopping Mall,Wincor Nixdorf,2015,,11-01-2011,2,54.33733649,1,375.9034787,3707,93.20000512,1.375453709,3.117241173,1
ATM_685,Bank Branch,NCR,2014,Parts-Only,05-09-2018,4,,4,325.5464874,4397,145.7498116,,3.088677679,21
ATM_686,Shopping Mall,Diebold,2001,Self-Service,03-06-2000,2,51.5703938,5,382.945106,12635,64.74683169,2.747205226,0.083974258,8
ATM_687,Bank Branch,Diebold,2004,Self-Service,24-05-2016,0,77.68794832,3,,10376,110.0326143,,2.278448997,8
ATM_688,Bank Branch,NCR,2004,Parts-Only,17-09-2013,,79.05478992,4,550.7378365,12049,87.03774752,2.705373309,,7
ATM_689,Shopping Mall,,2012,Parts-Only,27-06-2012,0,45.89319019,1,661.9426094,9042,,0.821815928,0.679621564,5
ATM_690,Airport,Wincor Nixdorf,2021,Self-Service,15-09-2003,,48.78375306,2,407.6170127,11254,114.5907468,1.84949867,1.212463943,20
ATM_691,Bank Branch,Diebold,2021,Parts-Only,16-02-2002,3,74.96240623,3,400.9718013,6679,107.5251063,1.208603592,4.377352731,20
ATM_692,Standalone,Wincor Nixdorf,2008,Full-Service,18-02-2009,0,71.72676882,1,,10505,36.91024634,0.979471673,0.06847734,10
ATM_693,Bank Branch,Wincor Nixdorf,2004,,13-12-2013,0,70.41360599,4,501.7859212,14965,126.1761768,4.814893342,,10
ATM_694,Bank Branch,Diebold,,Full-Service,05-06-2017,0,38.35467505,4,445.875182,16426,99.27423171,0.820091489,2.161994836,20
ATM_695,Standalone,Wincor Nixdorf,2006,Parts-Only,04-03-2011,3,42.82106256,2,582.5442483,9238,123.0367681,1.082305015,0.75971041,12
ATM_696,Shopping Mall,Diebold,,Self-Service,14-06-2006,2,49.00919206,1,513.5370619,12951,89.21668502,0.315491606,2.300305058,8
,Shopping Mall,Diebold,2022,Full-Service,14-05-2004,5,43.33885692,1,486.8542854,1652,75.30936879,1.520377142,3.566709858,1
ATM_698,Standalone,Diebold,2012,Parts-Only,29-06-2013,0,70.1719214,1,544.8699649,,121.1397515,0.455761387,1.701864095,17
ATM_699,Shopping Mall,Diebold,2011,Parts-Only,07-08-2003,,31.65621668,6,668.9419957,1493,78.94661687,0.793649078,,20
ATM_700,Shopping Mall,NCR,2007,Self-Service,20-08-2004,2,64.16134031,1,587.8884625,15435,87.54350438,2.455671083,0.06451603,
ATM_701,Bank Branch,Wincor Nixdorf,,Parts-Only,26-04-2010,4,65.12828966,2,778.288794,11254,66.53239687,4.633388604,,18
ATM_702,Airport,NCR,2013,Self-Service,29-07-2007,2,67.74962422,3,404.2980239,19496,113.3142806,1.792379606,,7
ATM_703,Airport,NCR,2003,Full-Service,01-04-2016,2,33.59592694,2,623.1929793,7836,95.64115328,0.071549462,1.025917925,19
ATM_704,Shopping Mall,NCR,,Parts-Only,01-05-2019,5,,2,384.3608115,10693,104.5845339,3.98081731,3.452512571,12
ATM_705,Standalone,Diebold,2002,,20-05-2010,1,25.84081192,4,297.2928122,8293,107.039148,0.902264965,3.168638052,
ATM_706,Bank Branch,Wincor Nixdorf,2017,,14-04-2024,,33.15244309,0,739.2934456,10285,,4.457171798,4.102522532,23
,Shopping Mall,Wincor Nixdorf,,,31-10-2013,1,,,605.0920075,2903,73.43799893,0.215850766,2.269719518,3
ATM_708,Bank Branch,NCR,2018,Full-Service,23-10-2014,1,54.16568922,5,515.8401497,17105,91.44037142,3.804576603,1.232859064,11
ATM_709,Shopping Mall,NCR,2006,Full-Service,12-09-2020,2,46.74473848,4,,5136,107.4311228,,1.853106772,
ATM_710,Standalone,Diebold,2001,Parts-Only,03-04-2023,5,45.41284941,1,301.7566676,1652,75.48401437,4.684062743,3.949441162,14
ATM_711,Shopping Mall,Wincor Nixdorf,2006,Full-Service,16-05-2010,2,52.51948911,2,481.8447082,4499,113.2200225,3.136531601,3.706967379,16
ATM_712,Bank Branch,Diebold,2010,Parts-Only,29-09-2019,,,3,258.4126219,,92.21486382,1.917775851,1.637394316,4
ATM_713,Standalone,Wincor Nixdorf,2019,,31-05-2018,6,53.15681847,4,557.7024387,17709,85.92680864,0.819680928,,3
ATM_714,Bank Branch,NCR,2017,Full-Service,20-05-2004,2,,3,613.7077459,5549,72.87982454,3.511792912,,1
ATM_715,Bank Branch,Diebold,2019,Full-Service,24-08-2018,1,,3,709.1570755,19797,131.99153,3.338514557,0.532393996,9
ATM_716,Standalone,,2006,Full-Service,05-03-2017,3,47.68921684,0,558.4799827,11409,97.35739286,0.87982747,1.38454998,21
ATM_717,Shopping Mall,,2004,Full-Service,04-04-2008,0,37.96584209,5,654.9954281,2351,,0.938600785,2.496749985,7
ATM_718,Shopping Mall,Wincor Nixdorf,2005,Full-Service,24-02-2001,1,43.72593961,7,334.2399108,,90.30884483,3.028642434,1.414342999,13
,Airport,Wincor Nixdorf,2006,,21-03-2003,,51.30849655,1,534.5080167,17603,57.34962915,0.814622711,1.666292527,8
ATM_720,Bank Branch,NCR,2004,Parts-Only,06-11-2023,2,47.41016173,6,287.0629915,15065,88.61339715,2.424107209,2.732443879,15
ATM_721,Standalone,NCR,,Full-Service,02-07-2015,3,37.91846611,2,626.9833452,18632,65.68109839,3.95159098,2.973036745,3
ATM_722,Standalone,Diebold,2021,Parts-Only,10-02-2014,,29.53177361,2,727.0632577,19512,,,1.329623679,13
ATM_723,Standalone,NCR,2005,Parts-Only,30-07-2001,1,36.34429866,2,501.203152,,119.3179272,1.942971187,1.655167841,18
ATM_724,Standalone,NCR,,Full-Service,03-07-2018,1,63.78589263,5,542.1632207,17796,113.5228225,2.571450267,3.285755346,18
ATM_725,Bank Branch,NCR,2010,Parts-Only,24-01-2018,5,45.76784794,4,,6458,79.18848922,,2.644050934,23
ATM_726,Airport,NCR,2019,,07-11-2004,1,64.35008904,4,599.3615235,12509,110.5732627,0.782473163,0.848617909,8
ATM_727,Shopping Mall,Wincor Nixdorf,2002,,17-03-2013,,,3,385.0547466,15420,65.70499486,2.635684004,4.453381312,15
ATM_728,Airport,NCR,2015,Full-Service,01-01-2012,1,25.23744664,,330.0194606,1991,89.26548851,0.018856922,4.150652101,14
ATM_729,Bank Branch,Diebold,,Full-Service,03-06-2002,4,12.70157917,2,629.7108028,9283,90.953689,,1.814126649,10
,Shopping Mall,Wincor Nixdorf,2003,Parts-Only,17-04-2000,2,57.47053158,3,461.164202,10075,88.61385202,2.632696624,0.049544199,10
ATM_731,,NCR,2018,Full-Service,04-10-2010,1,34.53132815,2,730.215185,17338,67.39468812,0.315128919,0.097035522,12
ATM_732,,Diebold,2020,Full-Service,07-07-2019,3,56.73965685,2,697.6306562,14490,83.38483296,3.787108414,,1
,Shopping Mall,NCR,2009,Self-Service,,2,46.19408693,3,465.5357811,,118.8279495,0.296648658,,
ATM_734,Standalone,NCR,2020,Full-Service,11-11-2005,,33.6021382,,444.3073632,18682,,2.542130833,0.342568526,3
ATM_735,Airport,Diebold,2023,Parts-Only,15-05-2000,3,70.50096929,4,368.9307844,15641,130.4384866,2.188234952,1.433431813,
ATM_736,Standalone,Diebold,2020,,02-11-2022,3,59.4113497,2,451.1980458,17042,104.2172896,4.954817096,2.894412418,3
ATM_737,Shopping Mall,NCR,2008,Parts-Only,,,34.42175902,4,,16580,120.9729676,4.969052342,4.755165889,7
ATM_738,Shopping Mall,Wincor Nixdorf,2012,Parts-Only,23-02-2024,,29.8402346,2,502.3954527,9829,80.41415179,2.35652531,2.001704361,4
ATM_739,Standalone,Wincor Nixdorf,2012,Self-Service,03-10-2005,3,62.08237306,5,451.3578581,19317,101.3023605,3.649353097,2.145242273,20
ATM_740,Standalone,,2005,Self-Service,09-12-2012,0,67.52187417,3,644.7759513,11059,101.7973475,1.903038662,3.562265182,19
ATM_741,Bank Branch,Wincor Nixdorf,,Parts-Only,06-03-2012,2,57.29450098,1,479.0730731,8603,105.522132,0.550981902,2.805256312,2
ATM_742,Shopping Mall,NCR,2021,Parts-Only,,3,60.32352784,3,492.6303731,14842,118.7870503,4.539996508,3.398691987,5
ATM_743,Shopping Mall,Diebold,,,21-07-2019,3,35.52178541,2,467.1832148,10162,93.10941377,2.505939015,4.367092242,9
ATM_744,Bank Branch,Diebold,,Parts-Only,30-03-2009,5,56.57576545,4,475.8985559,4761,107.8807682,4.077916201,0.087634095,9
ATM_745,Airport,NCR,2002,Self-Service,22-07-2023,1,19.98465528,2,579.9786025,18894,132.3377301,1.226219332,3.492661877,3
ATM_746,Airport,NCR,2019,Parts-Only,20-02-2013,4,52.55204074,6,592.5898029,7814,119.3634978,2.28803402,4.466442652,16
ATM_747,,Diebold,2014,Full-Service,,4,58.01324151,0,460.5215585,1303,62.03495426,3.442439746,2.753073082,14
ATM_748,Bank Branch,Diebold,2013,Parts-Only,08-10-2017,1,65.49042812,3,289.5368161,2294,120.5715058,,2.029855747,10
ATM_749,Standalone,NCR,2020,Self-Service,20-04-2000,2,48.34798468,4,747.5167176,10098,88.86503181,0.488052681,,2
ATM_750,,,2015,Self-Service,19-03-2016,4,47.43466818,3,617.7086777,8819,,4.003226072,3.657471251,7
ATM_751,Airport,NCR,2009,Parts-Only,18-10-2022,8,62.03379033,2,682.2753884,8337,111.4727807,3.205227169,1.488662043,11
ATM_752,Standalone,Wincor Nixdorf,2015,Full-Service,17-08-2009,2,64.52896244,2,438.3345348,19076,80.96133864,1.802022666,3.997311267,15
ATM_753,Shopping Mall,Diebold,,Parts-Only,22-06-2015,,48.95925981,3,545.4709676,7288,116.6024743,4.824181232,3.259462657,2
ATM_754,Standalone,Wincor Nixdorf,2011,,,3,42.59038799,4,632.864719,3077,115.7433498,1.410600326,0.768225537,20
ATM_755,Standalone,,2018,Parts-Only,16-10-2012,0,58.65473659,4,684.9534448,2392,92.90446168,0.412728843,1.479207962,10
ATM_756,Airport,Wincor Nixdorf,2023,Parts-Only,04-11-2003,2,40.11022117,2,697.0049609,2746,103.1583143,,2.606725619,1
,Standalone,Diebold,2014,Parts-Only,22-10-2019,,31.06214148,3,571.9955992,12243,57.40618111,0.965134357,4.748461622,5
ATM_758,Shopping Mall,Wincor Nixdorf,2000,Self-Service,17-05-2016,1,59.37140059,2,754.7335131,15730,74.85286948,4.602273975,4.997333953,12
ATM_759,Shopping Mall,NCR,,Full-Service,27-08-2021,2,34.89157165,,388.0728004,5924,88.98032534,3.475558973,2.846494516,16
ATM_760,Shopping Mall,NCR,2018,Self-Service,04-08-2004,5,,1,294.7305632,7625,131.5811643,2.132317907,,4
ATM_761,Shopping Mall,Wincor Nixdorf,2010,Parts-Only,,,,7,428.9940437,13526,106.5024519,,1.981420037,22
ATM_762,Standalone,Wincor Nixdorf,2015,Parts-Only,10-09-2014,1,34.5356708,0,665.3343782,1525,118.3557469,0.129261514,2.518796842,3
ATM_763,Standalone,Wincor Nixdorf,2006,Full-Service,25-02-2021,1,51.80129289,3,446.5589814,3434,96.77453301,1.548831804,,2
ATM_764,Standalone,Diebold,2018,Parts-Only,15-02-2001,4,46.88702812,2,,10154,94.10290419,2.13030169,2.876061374,6
ATM_765,Airport,Wincor Nixdorf,2008,Parts-Only,09-10-2021,1,30.79594961,1,450.3094538,3792,86.59817097,2.019304393,1.034623541,4
ATM_766,,Diebold,2017,,19-08-2012,3,49.82798359,2,474.0718567,,98.72740252,3.00247284,0.271255191,
ATM_767,,Wincor Nixdorf,2020,Self-Service,30-05-2015,1,38.70427376,6,810.9316052,16430,70.40628961,2.60364384,3.838369186,15
ATM_768,Airport,Diebold,2012,Full-Service,17-09-2010,1,53.26576109,5,459.258572,9068,122.8698986,1.961654681,4.212322927,1
ATM_769,,NCR,2009,Full-Service,29-09-2008,,59.2706795,2,143.3781755,17136,97.77004278,2.325796356,4.135416552,13
ATM_770,Standalone,Wincor Nixdorf,2002,Full-Service,,1,67.37618677,3,412.7630802,9525,48.52351463,2.059343007,3.003361637,20
ATM_771,Bank Branch,Wincor Nixdorf,,Parts-Only,06-06-2008,2,40.91563854,8,338.988847,13983,72.30318806,2.885788838,0.761753758,8
ATM_772,Standalone,Diebold,2007,,22-12-2009,2,23.29810839,6,609.7540151,3275,103.9817281,2.528474628,3.646284781,
ATM_773,Standalone,NCR,2014,Parts-Only,07-03-2003,1,68.13116879,2,541.0005619,14415,96.54998884,,,5
ATM_774,Shopping Mall,Diebold,2003,Self-Service,16-03-2018,0,50.00758229,1,,3247,110.58673,2.186205194,,18
ATM_775,Shopping Mall,Diebold,2013,Full-Service,04-01-2002,0,236.6424182,5,432.8856693,3937,102.8056963,4.724984122,,11
ATM_776,Airport,NCR,2022,Self-Service,,0,47.77344282,,5639.367624,3244,89.01314939,1.609270984,2.847274884,2
ATM_777,Bank Branch,NCR,2000,Parts-Only,12-03-2006,4,60.3450991,4,527.165343,13140,99.47688084,4.821513695,0.63147532,19
ATM_778,Shopping Mall,NCR,2003,Parts-Only,23-03-2024,,19.91289262,3,323.8848609,9607,,3.105710856,4.459977867,3
ATM_779,Airport,NCR,2011,Self-Service,30-10-2010,0,52.48750339,1,569.4709362,11873,61.54776196,3.551933271,2.864773243,22
ATM_780,Standalone,,,Self-Service,12-06-2021,3,44.47136873,3,627.2263122,1458,62.79647329,0.175862133,4.999271624,16
ATM_781,Bank Branch,Diebold,2009,,03-12-2021,2,53.39195008,4,236.8976262,5837,,4.563783438,3.576020829,
ATM_782,Shopping Mall,Diebold,2016,Full-Service,22-07-2008,0,59.13152784,4,629.4550692,9665,,0.323443956,1.422318522,2
ATM_783,Bank Branch,Wincor Nixdorf,2014,,27-08-2006,2,54.09033564,1,374.0791092,,104.0744385,2.901525087,4.532269505,13
ATM_784,Airport,Diebold,2004,Full-Service,30-07-2015,2,41.5529726,1,419.5786718,17872,117.1849639,3.062469222,1.219640254,8
ATM_785,Standalone,,2002,Full-Service,08-01-2013,2,63.5312325,,474.5969814,7637,115.9333818,0.364782738,1.0125928,2
ATM_786,Shopping Mall,Diebold,2011,Self-Service,14-11-2017,1,,0,537.1810748,16043,104.6828061,4.842608112,2.273456387,
ATM_787,Shopping Mall,Diebold,2018,Self-Service,21-10-2006,5,79.44490588,,518.3063601,4228,111.7392052,4.94661999,4.627912571,16
ATM_788,Bank Branch,Diebold,2005,Self-Service,14-01-2020,1,64.14154537,3,479.1000478,13703,,3.757358805,2.481604098,
ATM_789,Airport,Diebold,2015,Parts-Only,05-02-2024,1,60.26067588,1,,,98.10646962,4.417890513,2.682782308,16
ATM_790,Shopping Mall,,2007,Self-Service,15-05-2017,1,47.83356518,4,,19402,119.524686,2.681778172,4.308273139,5
ATM_791,Airport,NCR,2013,,04-03-2021,1,,4,668.5613757,9673,101.5329301,4.898428759,3.743668061,
ATM_792,Standalone,Diebold,2000,Full-Service,28-12-2009,2,58.65149501,1,474.1602381,4613,88.34716585,1.375561663,3.688714446,9
ATM_793,Bank Branch,NCR,2012,Self-Service,25-08-2005,1,46.28534642,5,375.7585539,14338,118.7876126,1.199901365,1.855791986,17
ATM_794,Airport,Diebold,2012,Full-Service,22-08-2023,2,,2,574.6370333,17834,82.69314911,3.362471551,1.825826417,21
ATM_795,,Diebold,2017,Full-Service,31-08-2006,,72.56629541,,766.0688151,,103.8582116,0.843920904,4.387477003,10
ATM_796,Shopping Mall,NCR,2001,Full-Service,01-02-2000,2,33.60757426,6,584.4645233,17171,76.96765596,2.150112011,,17
ATM_797,Airport,,2022,Full-Service,24-04-2018,3,52.9981534,1,527.0483236,2203,99.88778854,3.770391457,1.742427842,3
ATM_798,Airport,,2002,Full-Service,20-04-2011,1,21.45805088,,475.801098,7865,69.22581039,,4.590100882,21
ATM_799,Shopping Mall,,2017,Self-Service,26-02-2010,2,40.47356372,4,728.3645668,,90.50568837,,1.76360829,15
ATM_800,Airport,Wincor Nixdorf,2015,Parts-Only,27-08-2007,2,72.879782,9,605.7370241,,82.21531226,3.340243841,2.132326629,4
ATM_801,Standalone,Diebold,2017,Full-Service,02-01-2000,2,,2,715.8687913,2325,132.272191,2.799586177,3.601763755,3
ATM_802,,Diebold,2012,Full-Service,16-08-2003,3,65.07337791,2,446.0578959,12646,96.67201622,1.616417907,3.146515693,
ATM_803,Standalone,Diebold,2003,Self-Service,22-07-2004,4,59.90234161,4,285.6750038,3351,84.52432044,0.19172541,2.639764215,2
ATM_804,Shopping Mall,Diebold,2003,Full-Service,,0,23.10962827,4,641.5040893,1144,75.56096523,3.145642443,3.440484383,2
ATM_805,Standalone,Diebold,2012,Full-Service,16-07-2002,1,67.34431406,2,610.9541567,4725,113.029364,1.217710462,1.989890773,4
ATM_806,Bank Branch,NCR,2014,Parts-Only,22-12-2011,1,42.98558328,1,583.2983532,11247,69.82093505,3.504265977,1.45267163,
ATM_807,Shopping Mall,Diebold,,Self-Service,,0,55.57793164,3,260.6192332,9871,91.53818606,2.834773746,4.639026929,12
ATM_808,Airport,Wincor Nixdorf,2009,Full-Service,13-05-2012,0,55.37528266,6,474.9209579,18195,94.78634214,4.354210324,2.719994858,19
ATM_809,Airport,,2022,Self-Service,27-06-2023,1,13.16033898,5,573.2501924,6528,97.22937712,3.451022262,1.725404923,16
,Standalone,Wincor Nixdorf,,Self-Service,10-02-2020,1,57.34923549,9,,16145,109.1778995,4.778589583,3.015737001,2
